Ticker:,Buy Date:,Seg:,3M inc:,6M inc:
$NKE,        12/03/2018,        D,        9.88%,       0.03%
$NUE,        12/03/2018,        L,        -0.56%,       -18.65%
$SBUX,        12/03/2018,        D,        5.11%,       12.92%
$V,        12/03/2018,        D,        2.04%,       9.38%
$AZO,        11/30/2018,        D,        16.06%,       27.0%
$COUP,        11/30/2018,        D,        46.19%,       70.39%
$DG,        11/30/2018,        D,        6.73%,       6.78%
$DWDP,        11/30/2018,        L,        --%,       --%
$FIVE,        11/30/2018,        D,        14.85%,       20.05%
$KAR,        11/30/2018,        I,        -17.48%,       -0.49%
$RH,        11/30/2018,        D,        32.25%,       -24.43%
$TRXC,        11/30/2018,        M,        -19.94%,       -55.95%
$ULTA,        11/30/2018,        D,        4.94%,       8.15%
$YETI,        11/30/2018,        L,        42.46%,       47.51%
$ABT,        11/29/2018,        L,        5.42%,       3.34%
$CVS,        11/29/2018,        D,        -26.88%,       -34.12%
$DLTR,        11/29/2018,        I,        8.3%,       10.0%
$DWDP,        11/29/2018,        L,        --%,       --%
$MCD,        11/29/2018,        D,        -3.12%,       3.92%
$PVH,        11/29/2018,        I,        5.96%,       -3.53%
$STZ,        11/29/2018,        D,        -13.74%,       -1.0%
$VZ,        11/29/2018,        L,        -4.59%,       -1.21%
$AAL,        11/28/2018,        L,        -6.91%,       -26.22%
$AAXN,        11/28/2018,        L,        32.7%,       50.97%
$ACAD,        11/28/2018,        L,        14.76%,       27.33%
$BLL,        11/28/2018,        D,        10.24%,       23.41%
$BRK.B,        11/28/2018,        L,        --%,       --%
$DAL,        11/28/2018,        L,        -13.16%,       -8.48%
$JPM,        11/28/2018,        L,        -5.09%,       -2.18%
$LIN,        11/28/2018,        F,        11.27%,       17.93%
$OKE,        11/28/2018,        L,        6.23%,       6.18%
$QCOM,        11/28/2018,        I,        -6.39%,       15.39%
$SAVE,        11/28/2018,        D,        -2.27%,       -24.88%
$ADI,        11/27/2018,        L,        20.45%,       8.41%
$BSX,        11/27/2018,        L,        13.41%,       9.05%
$C,        11/27/2018,        L,        1.69%,       0.52%
$CRM,        11/27/2018,        I,        26.52%,       21.68%
$FIVE,        11/27/2018,        F,        20.35%,       29.71%
$GOOS,        11/27/2018,        F,        -11.4%,       -21.97%
$IRDM,        11/27/2018,        L,        -7.91%,       -3.35%
$JPM,        11/27/2018,        L,        -3.3%,       -1.09%
$MDB,        11/27/2018,        L,        35.66%,       77.75%
$STZ,        11/27/2018,        F,        -14.63%,       -0.8%
$VTR,        11/27/2018,        L,        2.37%,       4.35%
$CBT,        11/26/2018,        L,        -0.48%,       -13.88%
$KSS,        11/26/2018,        F,        0.29%,       -22.17%
$M,        11/26/2018,        F,        -25.18%,       -35.38%
$PLNT,        11/26/2018,        I,        4.32%,       38.84%
$TGT,        11/26/2018,        F,        5.56%,       16.64%
$UTX,        11/26/2018,        F,        --%,       --%
$FIVE,        11/20/2018,        L,        24.29%,       24.59%
$BOOT,        11/19/2018,        I,        37.42%,       38.24%
$BP,        11/19/2018,        L,        3.57%,       4.06%
$ISRG,        11/19/2018,        L,        13.57%,       0.11%
$SLB,        11/19/2018,        L,        -5.73%,       -19.02%
$TAP,        11/19/2018,        F,        -7.95%,       -12.55%
$YETI,        11/19/2018,        F,        35.97%,       44.17%
$KSS,        11/16/2018,        D,        -8.91%,       -11.41%
$PANW,        11/16/2018,        D,        32.75%,       29.56%
$RTN,        11/16/2018,        D,        --%,       --%
$TGT,        11/16/2018,        L,        -9.41%,       -11.13%
$TTWO,        11/16/2018,        D,        -18.13%,       -5.66%
$V,        11/16/2018,        L,        2.13%,       16.13%
$BP,        11/15/2018,        L,        3.6%,       0.95%
$TMO,        11/15/2018,        L,        4.08%,       12.5%
$TTWO,        11/15/2018,        L,        -18.5%,       -8.41%
$BX,        11/14/2018,        L,        2.07%,       17.86%
$CLH,        11/14/2018,        L,        -7.22%,       6.08%
$CSCO,        11/14/2018,        I,        8.03%,       15.72%
$SVMK,        11/14/2018,        I,        10.42%,       25.84%
$BHC,        11/13/2018,        F,        -5.78%,       -7.74%
$CRM,        11/13/2018,        L,        21.0%,       15.88%
$DBX,        11/13/2018,        L,        6.25%,       -8.41%
$HD,        11/13/2018,        F,        2.19%,       6.34%
$MYL,        11/13/2018,        L,        --%,       --%
$ZBRA,        11/13/2018,        I,        0.85%,       2.34%
$BUD,        11/12/2018,        D,        4.33%,       13.02%
$CRM,        11/12/2018,        L,        22.54%,       17.36%
$CY,        11/12/2018,        L,        --%,       --%
$ETN,        11/12/2018,        L,        4.3%,       8.26%
$FEYE,        11/12/2018,        I,        -10.55%,       -19.16%
$MCD,        11/12/2018,        L,        -5.48%,       7.95%
$ROKU,        11/12/2018,        L,        13.31%,       91.63%
$SAIC,        11/12/2018,        L,        2.62%,       5.63%
$SBUX,        11/12/2018,        I,        3.06%,       12.91%
$ZBRA,        11/12/2018,        L,        0.54%,       2.02%
$AMAT,        11/09/2018,        D,        16.45%,       21.3%
$AMGN,        11/09/2018,        F,        -4.62%,       -10.88%
$BAC,        11/09/2018,        L,        -0.98%,       4.49%
$CROX,        11/09/2018,        F,        6.58%,       -3.86%
$CSCO,        11/09/2018,        D,        -0.87%,       13.5%
$FNKO,        11/09/2018,        I,        10.21%,       40.65%
$GOOS,        11/09/2018,        D,        -9.08%,       -15.04%
$HD,        11/09/2018,        D,        -1.03%,       4.94%
$NVDA,        11/09/2018,        D,        -28.32%,       -15.44%
$WMT,        11/09/2018,        D,        -8.36%,       -4.98%
$AAPL,        11/08/2018,        D,        -16.43%,       -2.7%
$ANET,        11/08/2018,        L,        -10.92%,       5.34%
$CCK,        11/08/2018,        L,        10.82%,       27.2%
$CSCO,        11/08/2018,        L,        -1.98%,       10.34%
$DWDP,        11/08/2018,        I,        --%,       --%
$EMR,        11/08/2018,        L,        -3.94%,       -3.2%
$IDXX,        11/08/2018,        L,        -0.4%,       17.06%
$NCLH,        11/08/2018,        I,        6.8%,       16.07%
$TMO,        11/08/2018,        L,        0.68%,       10.64%
$TTWO,        11/08/2018,        I,        -22.34%,       -16.17%
$AAPL,        11/07/2018,        D,        -17.04%,       -0.7%
$ALB,        11/07/2018,        L,        -24.7%,       -28.65%
$AMD,        11/07/2018,        D,        6.73%,       25.55%
$ANGI,        11/07/2018,        I,        -11.79%,       -2.78%
$CDK,        11/07/2018,        I,        2.53%,       4.65%
$CGC,        11/07/2018,        D,        5.58%,       6.79%
$COST,        11/07/2018,        L,        -11.96%,       1.61%
$CSCO,        11/07/2018,        L,        -1.34%,       13.97%
$DATA,        11/07/2018,        D,        --%,       --%
$DOCU,        11/07/2018,        L,        19.53%,       27.37%
$ETSY,        11/07/2018,        I,        10.86%,       38.03%
$HUM,        11/07/2018,        D,        -14.29%,       -29.47%
$NEWR,        11/07/2018,        D,        9.49%,       12.84%
$TWLO,        11/07/2018,        D,        18.4%,       37.02%
$UNH,        11/07/2018,        D,        -3.03%,       -12.43%
$UNP,        11/07/2018,        L,        5.51%,       15.89%
$AAPL,        11/06/2018,        F,        -15.96%,       2.31%
$BLK,        11/06/2018,        L,        1.1%,       15.22%
$COLM,        11/06/2018,        L,        -1.64%,       6.99%
$RNG,        11/06/2018,        I,        26.66%,       59.63%
$TTWO,        11/06/2018,        L,        -14.05%,       -17.81%
$AAPL,        11/05/2018,        D,        -15.05%,       3.42%
$FOXF,        11/05/2018,        M,        -4.88%,       17.91%
$IBM,        11/05/2018,        D,        12.6%,       16.92%
$NYT,        11/05/2018,        F,        -3.93%,       22.69%
$SYMC,        11/05/2018,        F,        --%,       --%
$WWE,        11/05/2018,        L,        12.8%,       19.15%
$AAPL,        11/02/2018,        F,        -19.78%,       1.47%
$AMGN,        11/02/2018,        L,        0.03%,       -5.84%
$BURL,        11/02/2018,        L,        -0.85%,       -1.8%
$CVS,        11/02/2018,        D,        -10.32%,       -21.56%
$DIS,        11/02/2018,        D,        -3.18%,       18.41%
$ETSY,        11/02/2018,        D,        27.57%,       55.91%
$MCD,        11/02/2018,        F,        1.15%,       9.86%
$MSFT,        11/02/2018,        L,        -1.63%,       20.46%
$RL,        11/02/2018,        D,        -13.35%,       -3.22%
$RMD,        11/02/2018,        L,        -9.97%,       -1.19%
$ROST,        11/02/2018,        L,        -7.91%,       -4.15%
$SBUX,        11/02/2018,        D,        5.94%,       20.52%
$TJX,        11/02/2018,        L,        -9.16%,       -1.47%
$TTWO,        11/02/2018,        D,        -17.78%,       -22.84%
$TWLO,        11/02/2018,        D,        49.78%,       73.0%
$AAPL,        11/01/2018,        D,        -25.64%,       -9.7%
$BX,        11/01/2018,        L,        -1.4%,       17.41%
$CVA,        11/01/2018,        L,        4.56%,       19.35%
$CY,        11/01/2018,        L,        --%,       --%
$EL,        11/01/2018,        L,        -5.33%,       21.04%
$FRT,        11/01/2018,        I,        5.75%,       7.69%
$GWPH,        11/01/2018,        I,        -4.62%,       14.98%
$MTCH,        11/01/2018,        L,        3.17%,       11.38%
$PFPT,        11/01/2018,        I,        6.48%,       34.12%
$AEP,        10/31/2018,        I,        4.92%,       14.56%
$CLX,        10/31/2018,        I,        -1.67%,       5.34%
$COST,        10/31/2018,        L,        -8.01%,       6.85%
$EXAS,        10/31/2018,        L,        20.51%,       38.14%
$FB,        10/31/2018,        D,        -5.01%,       28.32%
$KSS,        10/31/2018,        L,        -8.15%,       -4.37%
$MAS,        10/31/2018,        F,        7.43%,       31.1%
$NFLX,        10/31/2018,        D,        8.99%,       23.21%
$TGT,        10/31/2018,        L,        -14.27%,       -6.97%
$WING,        10/31/2018,        I,        6.31%,       23.25%
$WMT,        10/31/2018,        L,        -3.56%,       1.28%
$XPO,        10/31/2018,        L,        -32.12%,       -25.24%
$BP,        10/30/2018,        L,        -6.25%,       1.92%
$BSBR,        10/30/2018,        L,        9.2%,       -3.81%
$BYD,        10/30/2018,        L,        6.11%,       19.99%
$KEM,        10/30/2018,        I,        --%,       --%
$MYOK,        10/30/2018,        I,        --%,       --%
$SQ,        10/30/2018,        L,        10.85%,       5.76%
$VLO,        10/30/2018,        L,        -10.07%,       -0.55%
$COLM,        10/29/2018,        I,        -2.52%,       9.72%
$CNC,        10/25/2018,        I,        -4.5%,       -23.45%
$RHT,        10/25/2018,        L,        --%,       --%
$SAGE,        10/25/2018,        L,        9.37%,       39.69%
$TTWO,        10/25/2018,        L,        -17.31%,       -22.71%
$V,        10/25/2018,        I,        -2.5%,       15.04%
$APLE,        10/24/2018,        L,        -3.19%,       0.75%
$BA,        10/24/2018,        D,        0.92%,       5.79%
$LLY,        10/24/2018,        D,        10.13%,       8.61%
$LULU,        10/24/2018,        L,        11.3%,       28.84%
$MCD,        10/24/2018,        L,        4.07%,       9.34%
$PG,        10/24/2018,        D,        1.1%,       18.5%
$STZ,        10/24/2018,        I,        -22.36%,       -3.17%
$VZ,        10/24/2018,        D,        -0.75%,       1.65%
$CAT,        10/23/2018,        D,        11.14%,       19.67%
$CGC,        10/23/2018,        L,        6.46%,       17.65%
$FITB,        10/23/2018,        L,        6.0%,       6.0%
$LKQ,        10/23/2018,        L,        -4.04%,       13.41%
$LOGI,        10/23/2018,        I,        -6.83%,       14.93%
$LUV,        10/23/2018,        D,        -12.07%,       -10.04%
$MCD,        10/23/2018,        D,        4.19%,       9.47%
$VTR,        10/23/2018,        L,        11.33%,       4.2%
$VZ,        10/23/2018,        D,        -0.38%,       2.03%
$WDAY,        10/23/2018,        I,        32.61%,       47.05%
$ALB,        10/22/2018,        L,        -22.51%,       -15.52%
$CLDR,        10/22/2018,        L,        -10.12%,       -24.03%
$DBX,        10/22/2018,        L,        -2.22%,       -1.11%
$HAS,        10/22/2018,        I,        -6.26%,       -7.26%
$JKHY,        10/22/2018,        L,        -15.85%,       -6.12%
$PANW,        10/22/2018,        L,        4.43%,       23.09%
$VFC,        10/22/2018,        F,        5.37%,       22.23%
$BA,        10/19/2018,        D,        0.79%,       5.97%
$CMCSA,        10/19/2018,        D,        -0.19%,       18.32%
$FNKO,        10/19/2018,        F,        -11.31%,       4.77%
$KMB,        10/19/2018,        D,        3.76%,       11.99%
$MCD,        10/19/2018,        D,        8.13%,       14.4%
$MRK,        10/19/2018,        D,        4.49%,       2.17%
$PYPL,        10/19/2018,        I,        6.63%,       28.34%
$T,        10/19/2018,        D,        -6.78%,       -2.8%
$V,        10/19/2018,        D,        -2.0%,       14.53%
$AAPL,        10/18/2018,        F,        -28.28%,       -7.76%
$ADBE,        10/18/2018,        F,        -3.36%,       8.42%
$ARWR,        10/18/2018,        L,        8.69%,       44.19%
$C,        10/18/2018,        D,        -9.37%,       1.01%
$CRM,        10/18/2018,        F,        3.99%,       11.1%
$HFC,        10/18/2018,        L,        -21.56%,       -29.36%
$MA,        10/18/2018,        F,        -2.87%,       17.91%
$MCD,        10/18/2018,        L,        7.52%,       14.92%
$MSFT,        10/18/2018,        F,        -2.88%,       11.31%
$PEP,        10/18/2018,        D,        0.38%,       13.42%
$UAL,        10/18/2018,        D,        -0.84%,       -2.2%
$UNH,        10/18/2018,        D,        -2.01%,       -17.18%
$VZ,        10/18/2018,        L,        4.45%,       7.58%
$WEN,        10/18/2018,        L,        -3.3%,       9.65%
$BA,        10/17/2018,        F,        -3.63%,       2.73%
$CMG,        10/17/2018,        L,        19.69%,       65.7%
$CR,        10/17/2018,        L,        -15.04%,       -2.99%
$FHN,        10/17/2018,        I,        -10.84%,       -11.28%
$GILD,        10/17/2018,        L,        -9.39%,       -13.48%
$TXT,        10/17/2018,        F,        -25.67%,       -20.64%
$UAL,        10/17/2018,        F,        -8.24%,       -4.49%
$UNP,        10/17/2018,        F,        1.73%,       11.84%
$VEEV,        10/17/2018,        I,        6.13%,       38.82%
$VFC,        10/17/2018,        L,        -19.29%,       2.15%
$VTR,        10/17/2018,        L,        9.5%,       12.22%
$VZ,        10/17/2018,        L,        7.67%,       8.8%
$YUM,        10/17/2018,        L,        -1.06%,       11.25%
$CNC,        10/16/2018,        F,        -16.77%,       -27.32%
$DPZ,        10/16/2018,        I,        -5.95%,       -0.28%
$GS,        10/16/2018,        D,        -19.39%,       -9.83%
$HCA,        10/16/2018,        F,        -4.61%,       -6.21%
$IDXX,        10/16/2018,        F,        -15.94%,       -0.25%
$ISRG,        10/16/2018,        F,        -7.4%,       6.24%
$JNJ,        10/16/2018,        D,        -6.06%,       -0.03%
$MS,        10/16/2018,        D,        -7.53%,       0.3%
$RTN,        10/16/2018,        L,        --%,       --%
$UAL,        10/16/2018,        D,        -4.32%,       1.2%
$UNH,        10/16/2018,        F,        -8.99%,       -15.54%
$APC,        10/15/2018,        D,        --%,       --%
$COP,        10/15/2018,        D,        -10.45%,       -9.46%
$CSCO,        10/15/2018,        L,        -3.27%,       26.62%
$EOG,        10/15/2018,        D,        -19.63%,       -16.68%
$MDT,        10/15/2018,        L,        -9.67%,       -7.41%
$MPC,        10/15/2018,        D,        -16.6%,       -22.18%
$MSFT,        10/15/2018,        L,        -5.16%,       12.5%
$RTN,        10/15/2018,        L,        --%,       --%
$VLO,        10/15/2018,        D,        -23.93%,       -15.55%
$XLNX,        10/15/2018,        L,        19.88%,       77.47%
$YUM,        10/15/2018,        F,        1.75%,       14.91%
$ABT,        10/12/2018,        D,        -0.36%,       13.9%
$BX,        10/12/2018,        L,        -8.95%,       -0.26%
$C,        10/12/2018,        F,        -19.19%,       -6.19%
$CGC,        10/12/2018,        I,        -24.6%,       -15.24%
$DWDP,        10/12/2018,        L,        --%,       --%
$HON,        10/12/2018,        D,        -8.99%,       5.69%
$JNJ,        10/12/2018,        D,        -3.11%,       1.28%
$OKTA,        10/12/2018,        I,        19.53%,       61.07%
$UAL,        10/12/2018,        D,        1.48%,       5.41%
$UNH,        10/12/2018,        D,        -5.68%,       -5.23%
$VFC,        10/12/2018,        D,        -15.77%,       2.2%
$ADSK,        10/11/2018,        D,        4.49%,       27.63%
$AEP,        10/11/2018,        L,        3.02%,       17.34%
$CVS,        10/11/2018,        L,        -9.77%,       -26.6%
$D,        10/11/2018,        L,        0.61%,       6.42%
$EXPE,        10/11/2018,        D,        -0.92%,       7.13%
$IDXX,        10/11/2018,        D,        -10.22%,       4.98%
$IFF,        10/11/2018,        I,        2.98%,       -1.09%
$INTU,        10/11/2018,        D,        0.98%,       29.0%
$ISRG,        10/11/2018,        D,        1.75%,       14.0%
$OGS,        10/11/2018,        L,        -4.59%,       6.82%
$T,        10/11/2018,        L,        -5.2%,       0.0%
$TTWO,        10/11/2018,        D,        -12.11%,       -23.7%
$VZ,        10/11/2018,        L,        6.98%,       9.51%
$WBA,        10/11/2018,        L,        1.88%,       -23.13%
$BDX,        10/10/2018,        L,        -8.27%,       3.39%
$CAG,        10/10/2018,        L,        -39.21%,       -19.76%
$CCL,        10/10/2018,        I,        -12.12%,       -11.09%
$FEYE,        10/10/2018,        L,        2.22%,       3.38%
$SBUX,        10/10/2018,        D,        13.59%,       34.26%
$STWD,        10/10/2018,        I,        -2.48%,       8.17%
$ABMD,        10/09/2018,        L,        -20.32%,       -28.38%
$CLX,        10/09/2018,        D,        3.05%,       2.06%
$COST,        10/09/2018,        D,        -7.66%,       9.97%
$EL,        10/09/2018,        D,        -6.29%,       17.45%
$ESRX,        10/09/2018,        L,        --%,       --%
$KSS,        10/09/2018,        D,        -4.13%,       2.64%
$MKC,        10/09/2018,        D,        1.49%,       12.86%
$NKE,        10/09/2018,        D,        -5.84%,       5.36%
$RTN,        10/09/2018,        L,        --%,       --%
$STZ,        10/09/2018,        D,        -24.82%,       -15.0%
$TJX,        10/09/2018,        D,        -16.3%,       -2.46%
$VFC,        10/09/2018,        D,        -21.17%,       -2.97%
$CYBR,        10/08/2018,        L,        3.78%,       66.88%
$DIS,        10/08/2018,        D,        -4.71%,       -0.91%
$EW,        10/08/2018,        L,        1.76%,       28.12%
$KMB,        10/08/2018,        D,        -0.77%,       6.45%
$MA,        10/08/2018,        L,        -8.18%,       13.45%
$MTN,        10/08/2018,        L,        -10.59%,       -10.88%
$NFLX,        10/08/2018,        D,        -9.67%,       3.53%
$TTWO,        10/08/2018,        D,        -17.67%,       -25.65%
$VIAB,        10/08/2018,        D,        --%,       --%
$AEP,        10/05/2018,        L,        1.25%,       15.36%
$AMGN,        10/05/2018,        L,        -7.37%,       -5.44%
$CLDR,        10/05/2018,        I,        -42.07%,       -36.31%
$CVS,        10/05/2018,        D,        -17.08%,       -32.9%
$D,        10/05/2018,        L,        -1.41%,       7.11%
$GWRE,        10/05/2018,        F,        -20.57%,       3.36%
$LLY,        10/05/2018,        F,        -3.23%,       10.46%
$TJX,        10/05/2018,        D,        -19.87%,       -3.59%
$CMG,        10/04/2018,        I,        -0.98%,       57.4%
$NKTR,        10/04/2018,        L,        -34.33%,       -35.33%
$RTN,        10/04/2018,        L,        --%,       --%
$STZ,        10/04/2018,        I,        -26.14%,       -20.44%
$CONE,        10/03/2018,        I,        -21.09%,       -16.45%
$CVNA,        10/03/2018,        F,        -40.86%,       8.05%
$JNJ,        10/03/2018,        L,        -8.11%,       -0.04%
$MU,        10/03/2018,        F,        -27.46%,       -6.42%
$NEWR,        10/03/2018,        L,        -10.97%,       7.0%
$SSTI,        10/03/2018,        L,        -44.34%,       -26.51%
$BURL,        10/02/2018,        D,        5.26%,       0.46%
$CY,        10/02/2018,        L,        --%,       --%
$PAYX,        10/02/2018,        I,        -12.88%,       8.22%
$PEP,        10/02/2018,        D,        1.62%,       12.21%
$PFPT,        10/02/2018,        L,        -16.76%,       21.09%
$PYPL,        10/02/2018,        L,        -2.99%,       21.77%
$ROST,        10/02/2018,        D,        -13.62%,       -2.14%
$SQ,        10/02/2018,        L,        -42.67%,       -21.99%
$TJX,        10/02/2018,        D,        -18.96%,       -3.62%
$AAP,        10/01/2018,        D,        -7.16%,       2.38%
$BA,        10/01/2018,        D,        -15.64%,       2.42%
$BURL,        10/01/2018,        L,        2.05%,       -2.6%
$BX,        10/01/2018,        L,        -23.09%,       -8.67%
$COST,        10/01/2018,        D,        -13.19%,       4.07%
$CVS,        10/01/2018,        D,        -17.58%,       -31.84%
$ED,        10/01/2018,        L,        0.91%,       11.28%
$ETSY,        10/01/2018,        D,        -4.78%,       36.43%
$IBM,        10/01/2018,        L,        -25.71%,       -6.34%
$LULU,        10/01/2018,        L,        -24.76%,       2.4%
$NUE,        10/01/2018,        L,        -19.42%,       -7.14%
$NVCR,        10/01/2018,        L,        -36.37%,       -9.52%
$OLLI,        10/01/2018,        L,        -31.08%,       -10.67%
$ORLY,        10/01/2018,        D,        -0.42%,       13.23%
$UAA,        10/01/2018,        L,        -16.41%,       -0.19%
$CRM,        09/28/2018,        F,        -14.98%,       -2.46%
$DIS,        09/28/2018,        L,        -8.91%,       -5.7%
$FDX,        09/28/2018,        L,        -33.13%,       -26.87%
$GRPN,        09/28/2018,        L,        -16.45%,       -8.22%
$NOW,        09/28/2018,        I,        -8.91%,       23.38%
$SFIX,        09/28/2018,        D,        -59.61%,       -37.17%
$SQ,        09/28/2018,        D,        -43.29%,       -26.3%
$STZ,        09/28/2018,        D,        -24.17%,       -21.1%
$TWLO,        09/28/2018,        L,        1.27%,       46.59%
$VMW,        09/28/2018,        I,        -1.13%,       13.42%
$WIX,        09/28/2018,        L,        -24.6%,       -1.92%
$BOX,        09/27/2018,        I,        -28.58%,       -18.53%
$CB,        09/27/2018,        L,        -6.25%,       2.97%
$CRM,        09/27/2018,        D,        -18.44%,       -0.64%
$CSCO,        09/27/2018,        I,        -12.12%,       10.14%
$HPQ,        09/27/2018,        I,        -20.68%,       -25.36%
$KO,        09/27/2018,        D,        2.02%,       1.37%
$MAR,        09/27/2018,        D,        -20.87%,       -7.39%
$NKE,        09/27/2018,        D,        -13.64%,       -1.37%
$PAYX,        09/27/2018,        L,        -12.43%,       9.05%
$RACE,        09/27/2018,        L,        -29.89%,       -5.16%
$BBY,        09/26/2018,        D,        -35.24%,       -10.98%
$BURL,        09/26/2018,        D,        -2.99%,       -11.94%
$FL,        09/26/2018,        D,        2.91%,       16.26%
$GOOS,        09/26/2018,        D,        -32.21%,       -27.2%
$TJX,        09/26/2018,        D,        -21.53%,       -5.51%
$UAL,        09/26/2018,        I,        -5.81%,       -12.2%
$AVAV,        09/25/2018,        L,        -40.59%,       -36.6%
$CRM,        09/25/2018,        I,        -23.63%,       1.27%
$DBX,        09/25/2018,        I,        -27.23%,       -19.57%
$FEYE,        09/25/2018,        I,        -10.58%,       -3.31%
$GS,        09/25/2018,        L,        -32.75%,       -18.92%
$MU,        09/25/2018,        D,        -34.99%,       -9.16%
$SCI,        09/25/2018,        L,        -13.83%,       -10.01%
$SQ,        09/25/2018,        D,        -46.81%,       -21.81%
$BLUE,        09/24/2018,        L,        -34.56%,       4.85%
$GILD,        09/24/2018,        L,        -19.94%,       -15.64%
$IDXX,        09/24/2018,        D,        -27.41%,       -9.67%
$JPM,        09/24/2018,        I,        -21.06%,       -15.24%
$TOT,        09/24/2018,        L,        -21.67%,       -13.1%
$ZTS,        09/24/2018,        D,        -11.57%,       9.24%
$ACN,        09/21/2018,        D,        -17.62%,       -4.55%
$BP,        09/21/2018,        L,        -16.59%,       -0.31%
$CAG,        09/21/2018,        D,        -35.17%,       -38.85%
$CRM,        09/21/2018,        D,        -17.87%,       5.14%
$CSCO,        09/21/2018,        L,        -12.5%,       9.68%
$CTAS,        09/21/2018,        D,        -24.87%,       -3.08%
$FDX,        09/21/2018,        L,        -35.42%,       -29.21%
$JPM,        09/21/2018,        D,        -18.16%,       -11.31%
$KMX,        09/21/2018,        D,        -27.44%,       -22.45%
$MDT,        09/21/2018,        L,        -8.12%,       -6.26%
$MKC,        09/21/2018,        D,        6.78%,       7.04%
$MTN,        09/21/2018,        D,        -24.62%,       -25.54%
$MU,        09/21/2018,        F,        -30.08%,       -10.3%
$NKE,        09/21/2018,        D,        -21.06%,       1.33%
$NVDA,        09/21/2018,        L,        -48.72%,       -33.8%
$SIG,        09/21/2018,        F,        -53.67%,       -60.27%
$T,        09/21/2018,        L,        -15.19%,       -9.68%
$WMT,        09/21/2018,        L,        -8.99%,       2.86%
$C,        09/20/2018,        D,        -29.38%,       -12.25%
$CAT,        09/20/2018,        D,        -21.58%,       -14.01%
$JPM,        09/20/2018,        D,        -17.99%,       -9.97%
$NVDA,        09/20/2018,        D,        -47.98%,       -34.01%
$SLB,        09/20/2018,        L,        -38.62%,       -29.75%
$AAPL,        09/18/2018,        D,        -24.88%,       -13.85%
$AMGN,        09/18/2018,        L,        -6.06%,       -5.45%
$DK,        09/18/2018,        L,        -17.39%,       -19.97%
$LUV,        09/18/2018,        L,        -21.67%,       -18.98%
$NFLX,        09/18/2018,        D,        -28.52%,       -1.15%
$NKE,        09/18/2018,        L,        -18.02%,       3.0%
$REGN,        09/18/2018,        L,        -3.3%,       4.96%
$SPLK,        09/18/2018,        F,        -13.53%,       10.55%
$SQ,        09/18/2018,        I,        -33.38%,       -14.5%
$TLRY,        09/18/2018,        I,        -57.48%,       -53.39%
$VFC,        09/18/2018,        L,        -20.89%,       -6.8%
$ABT,        09/17/2018,        L,        3.07%,       16.49%
$AXP,        09/17/2018,        D,        -7.34%,       3.98%
$BHC,        09/17/2018,        I,        -4.39%,       8.82%
$CNC,        09/17/2018,        D,        -14.34%,       -16.25%
$CRM,        09/17/2018,        L,        -15.55%,       4.54%
$CWH,        09/17/2018,        I,        -31.98%,       -36.78%
$DWDP,        09/17/2018,        D,        --%,       --%
$DXCM,        09/17/2018,        L,        -17.57%,       5.96%
$EMR,        09/17/2018,        D,        -24.5%,       -11.55%
$HON,        09/17/2018,        D,        -15.41%,       -1.22%
$IDXX,        09/17/2018,        L,        -24.35%,       -11.2%
$MA,        09/17/2018,        D,        -12.02%,       6.43%
$PYPL,        09/17/2018,        L,        -5.16%,       13.07%
$SQ,        09/17/2018,        D,        -32.51%,       -13.39%
$UNH,        09/17/2018,        D,        -2.2%,       -3.36%
$UTX,        09/17/2018,        D,        --%,       --%
$V,        09/17/2018,        D,        -10.11%,       6.01%
$VFC,        09/17/2018,        F,        -19.86%,       -5.58%
$WEN,        09/17/2018,        L,        -5.8%,       -3.96%
$AZO,        09/14/2018,        D,        17.92%,       25.54%
$BOOT,        09/14/2018,        I,        -44.17%,       -5.29%
$BR,        09/14/2018,        I,        -28.91%,       -24.86%
$CSCO,        09/14/2018,        L,        0.15%,       10.95%
$DDD,        09/14/2018,        L,        -39.91%,       -38.51%
$GS,        09/14/2018,        D,        -23.26%,       -13.95%
$HPQ,        09/14/2018,        L,        -10.98%,       -21.69%
$RHT,        09/14/2018,        D,        --%,       --%
$SPOT,        09/14/2018,        L,        -30.49%,       -20.56%
$WING,        09/14/2018,        F,        -2.46%,       4.63%
$AAPL,        09/13/2018,        F,        -25.31%,       -20.1%
$AMD,        09/13/2018,        L,        -32.81%,       -22.93%
$AVAV,        09/13/2018,        I,        -33.78%,       -27.66%
$BP,        09/13/2018,        L,        -10.06%,       -2.21%
$CSX,        09/13/2018,        F,        -5.88%,       -0.71%
$KSU,        09/13/2018,        F,        -16.4%,       -2.85%
$NSC,        09/13/2018,        F,        -11.7%,       1.06%
$UNP,        09/13/2018,        F,        -5.93%,       5.24%
$ADBE,        09/12/2018,        D,        -8.38%,       -2.55%
$AMD,        09/12/2018,        D,        -37.97%,       -28.72%
$COUP,        09/12/2018,        D,        -18.07%,       18.74%
$CTAS,        09/12/2018,        D,        -19.95%,       -4.03%
$DATA,        09/12/2018,        D,        --%,       --%
$EL,        09/12/2018,        D,        -0.44%,       12.72%
$ETSY,        09/12/2018,        D,        12.43%,       43.71%
$FANG,        09/12/2018,        D,        -16.99%,       -19.03%
$FIVE,        09/12/2018,        I,        -24.28%,       -10.93%
$HD,        09/12/2018,        L,        -18.76%,       -13.94%
